rxn	MGYG000000076	MGYG000005177	MGYG000049266	MGYG000073722	MGYG000082523	MGYG000111157	MGYG000142005	MGYG000164457	MGYG000167059	MGYG000241626	MGYG000258880	MGYG000278633
rxn03075_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03080_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03084_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03087_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03094_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03095_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03106_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn03108_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03122_c0	0	1	1	0	0	1	0	0	1	0	0	0
rxn03135_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03136_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03137_c0	0	0	0	0	1	0	0	0	0	0	1	0
rxn03140_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03147_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03150_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03164_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03167_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03175_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03188_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03194_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03195_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03239_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03240_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03241_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03242_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03243_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03244_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03245_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03246_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03247_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03248_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03249_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03250_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03251_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03263_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03264_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03273_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03275_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn03282_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03287_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03288_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03289_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03333_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03335_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn03342_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03343_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn03345_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03346_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03354_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn03358_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03359_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03372_c0	0	0	1	0	0	0	0	0	0	0	0	0
rxn03373_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03374_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03379_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03380_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03382_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03383_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03402_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03408_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03423_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn03433_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03435_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03436_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03437_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03445_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03446_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03462_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03481_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn03482_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn03504_c0	1	1	1	0	1	1	1	1	1	1	1	1
rxn03511_c0	1	0	0	0	0	0	0	0	0	0	0	0
rxn03512_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn03514_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03536_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03537_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03538_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03540_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03546_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03598_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn03634_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03636_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03638_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03674_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03762_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03796_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03838_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03839_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03841_c0	1	1	1	1	1	1	1	1	1	1	0	1
rxn03843_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03852_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03860_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03861_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03869_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03874_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03884_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03885_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03887_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03901_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03903_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03904_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03907_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03908_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03909_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03910_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03917_c0	1	0	0	0	0	0	0	0	0	0	0	0
rxn03923_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03933_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03953_c0	0	0	1	0	0	1	0	0	0	0	0	0
rxn03954_c0	0	0	0	0	0	0	0	0	0	0	0	1
rxn03955_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03958_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03962_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04020_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn04048_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04052_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn04056_c0	0	0	1	1	0	0	0	0	0	0	0	0
rxn04068_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04082_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04113_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04142_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04234_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn04274_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04275_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04285_c0	1	0	1	0	1	1	1	1	0	0	1	1
rxn04308_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04384_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04385_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04661_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04662_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04675_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04704_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04726_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04736_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04750_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04751_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04784_c0	1	1	1	1	0	1	1	1	1	1	0	1
rxn04794_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04865_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04866_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04908_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04954_c0	1	1	1	0	1	1	1	1	1	1	1	1
rxn04996_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05005_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05006_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05025_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn05029_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05036_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05039_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05040_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05054_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05109_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05115_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05118_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05144_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05145_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05146_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05147_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05148_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05149_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05150_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05151_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05152_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05153_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05154_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05155_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05156_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05159_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05160_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05161_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05162_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05163_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05164_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05165_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05166_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05167_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05168_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05169_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05170_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05171_c0	1	1	0	1	1	1	1	1	1	0	1	1
rxn05172_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05173_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05174_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05175_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05176_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05177_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05179_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05195_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05197_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05198_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05202_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05204_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05207_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05210_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05211_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05215_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05216_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05217_c0	1	1	1	1	0	1	1	1	1	1	1	1
rxn05219_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05221_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05223_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05224_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05226_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05229_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05237_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05251_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05252_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05275_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05276_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05293_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05297_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05298_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05299_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05300_c0	1	0	0	1	0	1	0	1	1	0	0	1
rxn05301_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05303_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05305_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05307_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05308_c0	0	0	0	0	0	1	0	0	0	0	0	0
rxn05312_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05313_c0	1	0	0	0	0	0	0	0	0	0	0	0
rxn05316_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05318_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05319_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05321_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05322_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05323_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05324_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05325_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05326_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05327_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05328_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05329_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05330_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05332_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05333_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05334_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05335_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05336_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05337_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05338_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05339_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05340_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05341_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05342_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05343_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05344_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05345_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05346_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05347_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05348_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05349_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05350_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05351_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05352_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05354_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05355_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05356_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05357_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05465_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05466_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05467_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05468_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05469_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05481_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05488_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05496_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05507_c0	0	0	0	0	1	0	0	0	0	0	0	0
rxn05508_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05513_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05516_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05528_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05555_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05560_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05561_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05564_c0	0	0	1	0	0	1	1	1	0	0	0	1
rxn05566_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05569_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05571_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05581_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05582_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05593_c0	1	0	0	1	0	0	1	1	1	0	1	1
rxn05595_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05598_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05602_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05605_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05607_c0	1	1	1	0	1	1	1	1	1	1	1	1
rxn05608_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05612_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05617_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05619_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05622_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05625_c0	1	1	0	1	1	1	1	1	1	1	1	1
rxn05626_c0	1	1	0	1	1	1	1	1	1	1	1	1
rxn05628_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05634_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05638_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05641_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05644_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05646_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05651_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05652_c0	0	1	0	1	0	0	0	0	1	0	0	0
rxn05654_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05663_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05667_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05671_c0	0	1	1	0	0	0	0	0	1	0	0	0
rxn05680_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05683_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05691_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05732_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05733_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05746_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05760_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05763_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05831_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05833_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05909_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05927_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn05938_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05957_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05958_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05968_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn05994_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06023_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06037_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06038_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06096_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06106_c0	1	1	1	0	1	1	1	0	1	1	0	0
rxn06216_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06240_c0	0	1	1	1	0	0	1	0	1	0	1	1
rxn06256_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06280_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06282_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06300_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06347_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06379_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06403_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06404_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06432_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06433_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06434_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06435_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06437_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06438_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06439_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06440_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06441_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06443_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06444_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06445_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06446_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06447_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06448_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06449_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06485_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06510_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06522_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06527_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06556_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06630_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06672_c0	1	1	0	1	1	1	1	1	1	1	1	1
rxn06673_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06698_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06701_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06726_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06737_c0	1	1	0	1	0	0	0	0	1	0	1	0
rxn06751_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06777_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06820_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06823_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06864_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06882_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06887_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06936_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06937_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06979_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn06991_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07441_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07456_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07474_c0	1	0	1	0	1	1	1	1	0	0	1	0
rxn07476_c0	0	1	0	0	1	0	0	0	1	0	1	1
rxn07579_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07587_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07623_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07679_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07680_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07681_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07683_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07684_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07685_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07687_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07688_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07689_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07726_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn07727_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07742_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn07743_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07880_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07882_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07883_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07884_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07919_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07921_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07976_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07977_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07978_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07979_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07980_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07981_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07987_c0	0	1	0	0	0	0	0	0	1	0	0	0
rxn07989_c0	0	1	0	0	0	0	0	0	1	0	0	0
rxn07991_c0	0	1	0	0	0	0	0	0	1	0	0	0
rxn07992_c0	0	1	0	0	0	0	0	0	1	0	0	0
rxn07993_c0	0	1	0	0	0	0	0	0	1	0	0	0
rxn07997_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn07998_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08000_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08001_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08002_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn08025_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn08032_c0	1	1	1	1	1	1	1	1	1	1	1	1
