rxn	MGYG000000076	MGYG000005177	MGYG000049266	MGYG000073722	MGYG000082523	MGYG000111157	MGYG000142005	MGYG000164457	MGYG000167059	MGYG000241626	MGYG000258880	MGYG000278633
rxn00781_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00782_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00783_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00786_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00789_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00790_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00791_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00792_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00797_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00800_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00802_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00806_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00808_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00816_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00817_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00818_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00819_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00830_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00832_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00834_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00835_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00838_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00839_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00840_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00851_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00853_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00856_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00859_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00863_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00865_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00872_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00874_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00875_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00890_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00892_c0	1	1	0	0	0	1	1	1	1	1	1	1
rxn00898_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00902_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00903_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00905_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00907_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00910_c0	1	1	1	0	1	1	1	1	1	1	1	1
rxn00912_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00913_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00915_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00916_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00917_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00926_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00929_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00931_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00938_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00941_c0	0	0	0	0	0	1	0	0	0	0	0	0
rxn00950_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00952_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00953_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00955_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00973_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00974_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00975_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00977_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn00990_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01000_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01011_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01013_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01016_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01018_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01019_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01021_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01028_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01029_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01052_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01068_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01069_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01075_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01080_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01100_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01101_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01102_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01104_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01106_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01107_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn01116_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01119_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01121_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01122_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01123_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01124_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01127_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01128_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01129_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01130_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn01132_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn01134_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01137_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01138_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01146_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01153_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01159_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01169_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01171_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01176_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01187_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01199_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01207_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01210_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01211_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01213_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01217_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01219_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01225_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01228_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01231_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01255_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01256_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01257_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01265_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01268_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01276_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01278_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01286_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn01292_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01297_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01300_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01301_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01302_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01303_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01304_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01305_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01308_c0	1	1	1	1	1	0	1	0	1	1	1	0
rxn01316_c0	1	1	1	1	1	1	1	1	1	1	1	0
rxn01329_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01331_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01332_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01333_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01334_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01343_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01346_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01347_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01348_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01351_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01353_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01354_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01355_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01358_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01361_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01362_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01363_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01366_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01368_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01370_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01380_c0	1	0	0	0	1	0	1	0	0	0	0	1
rxn01387_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01388_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01390_c0	1	1	1	1	1	0	1	0	1	1	1	0
rxn01406_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01423_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01434_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01445_c0	1	0	1	1	1	1	1	1	1	1	1	0
rxn01446_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01451_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01452_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn01453_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01457_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01459_c0	0	0	1	0	0	1	1	1	0	0	0	0
rxn01462_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01464_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01465_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01466_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01477_c0	1	1	1	1	1	1	1	1	1	1	1	0
rxn01484_c0	1	1	1	0	1	1	1	1	1	1	1	1
rxn01485_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01486_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01492_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01501_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01504_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01505_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01506_c0	0	1	1	1	0	0	1	0	1	0	1	1
rxn01507_c0	0	1	0	0	0	0	0	0	0	0	0	1
rxn01509_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01510_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01512_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01513_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01515_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01516_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01519_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01520_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01522_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01530_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01539_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01544_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01548_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01564_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01575_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01601_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01602_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01603_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01607_c0	0	0	0	0	0	0	1	0	0	1	0	0
rxn01615_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01620_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01621_c0	1	1	1	1	1	0	1	0	1	1	1	0
rxn01626_c0	1	1	1	1	0	1	1	1	1	1	0	0
rxn01636_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01637_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01643_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01644_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01646_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01647_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01648_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01649_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01650_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01667_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01673_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01674_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01675_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01678_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01679_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01682_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01684_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01705_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01706_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01710_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01715_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01735_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01739_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01740_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01741_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01750_c0	1	1	0	0	0	0	1	1	1	1	0	0
rxn01753_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01757_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01761_c0	1	1	1	1	1	0	1	0	1	0	1	0
rxn01775_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01790_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01791_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01799_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01800_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01802_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01816_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01828_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01829_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn01833_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01836_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01843_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01851_c0	0	0	0	0	0	0	1	1	0	0	0	1
rxn01857_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01858_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01859_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01860_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01870_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01885_c0	1	0	0	0	1	0	1	0	0	0	0	1
rxn01902_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01903_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01906_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01917_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01923_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01937_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn01939_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01947_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01961_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01962_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01964_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01966_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn01967_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn01972_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01974_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01977_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01985_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01986_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01997_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn01998_c0	0	0	1	0	0	1	0	1	0	0	0	0
rxn01999_c0	0	0	1	0	0	1	0	1	0	0	0	0
rxn02005_c0	1	1	1	0	1	1	1	1	1	1	1	1
rxn02008_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02009_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02011_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02015_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02041_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02046_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02056_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02061_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02081_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02087_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02089_c0	0	1	1	1	1	1	1	1	1	1	1	1
rxn02093_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02100_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn02106_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn02112_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn02122_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn02128_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02138_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02154_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02155_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02159_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02160_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02161_c0	1	1	1	1	1	0	1	0	1	1	1	0
rxn02167_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02168_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02173_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02175_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02176_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02181_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02185_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02186_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02202_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02209_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02212_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02213_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02222_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02228_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02235_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02246_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02260_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02261_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02264_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02267_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02268_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02274_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02275_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02277_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02281_c0	0	1	1	1	0	0	1	0	1	0	1	1
rxn02284_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02285_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02286_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02287_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02288_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02302_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02305_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02312_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02314_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02315_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02316_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02317_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02319_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02320_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02324_c0	1	1	1	1	1	1	0	0	1	0	1	0
rxn02332_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn02341_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02350_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn02356_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02358_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02364_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn02373_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02374_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02379_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02380_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02402_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02406_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02409_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02429_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02432_c0	1	1	0	0	0	0	1	1	1	1	0	0
rxn02433_c0	1	1	0	0	0	0	1	1	1	1	0	0
rxn02437_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02438_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02439_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02440_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02449_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02465_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02473_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02474_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02475_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02476_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02484_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02495_c0	1	1	0	1	0	0	0	0	1	0	1	0
rxn02507_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn02508_c0	1	1	1	1	1	1	1	0	1	1	1	1
rxn02516_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02517_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02518_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02569_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02571_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02596_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02639_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02663_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn02680_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02729_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn02749_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02774_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02789_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02795_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02796_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02804_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02808_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02809_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02811_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02812_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02822_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02826_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02834_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02835_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02842_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02845_c0	1	0	0	1	1	0	1	0	0	1	1	0
rxn02853_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn02888_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02889_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02890_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02895_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02897_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02900_c0	1	0	0	1	1	0	1	0	0	1	1	0
rxn02911_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02914_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02922_c0	1	1	0	1	0	0	0	0	1	0	1	0
rxn02928_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02929_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02933_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02934_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02936_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02937_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02944_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02949_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02977_c0	1	0	0	0	0	0	0	1	0	0	0	0
rxn02988_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02990_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02993_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn02996_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03004_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03043_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03047_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03052_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03057_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03062_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03064_c0	1	1	1	1	1	1	1	1	1	1	1	0
rxn03066_c0	0	0	1	0	0	1	0	1	0	1	0	0
rxn03068_c0	1	1	1	1	1	1	1	1	1	1	1	1
