rxn	MGYG000001400	MGYG000010774	MGYG000011610	MGYG000015707	MGYG000016015	MGYG000081522	MGYG000106282	MGYG000112701	MGYG000120427	MGYG000153712	MGYG000186345	MGYG000201534	MGYG000213768	MGYG000224645	MGYG000232768	MGYG000246156	MGYG000263537	MGYG000270783
rxn02015_c0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
rxn02021_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02041_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02061_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02081_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn02087_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn02093_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02106_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02122_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02128_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02138_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02155_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02159_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02160_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02161_c0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1
rxn02173_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02175_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02185_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02186_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02202_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02209_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02212_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02213_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02228_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02235_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02246_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02264_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02269_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02274_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02284_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02285_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02286_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02287_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02288_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02302_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02305_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02314_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02315_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02316_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02317_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02319_c0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1
rxn02320_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02332_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02341_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02350_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02364_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02373_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02374_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02379_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02380_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02392_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02393_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02394_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02395_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02402_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02409_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02429_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02465_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02473_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02476_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02484_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02495_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02507_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02508_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02512_c0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0
rxn02516_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02517_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02571_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02596_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02680_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn02729_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02749_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02789_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02795_c0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
rxn02796_c0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rxn02804_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn02808_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02809_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02811_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02812_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02822_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02826_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn02834_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02835_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02842_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02853_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02875_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02889_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02890_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02895_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02897_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02900_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02914_c0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
rxn02922_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02928_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02929_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02936_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02937_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02944_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02988_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02990_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02993_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn02996_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03004_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03030_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03039_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03043_c0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
rxn03047_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03052_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03061_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03062_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03064_c0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
rxn03066_c0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1
rxn03068_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03075_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03084_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03087_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03094_c0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rxn03095_c0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rxn03106_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03108_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03122_c0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	1	1
rxn03135_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03136_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03137_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03140_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03147_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03150_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03164_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03167_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03174_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03175_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03194_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03195_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn03243_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn03248_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn03263_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03264_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03269_c0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0
rxn03273_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03282_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03288_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn03333_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03335_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03342_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn03343_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03345_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn03346_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn03354_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03358_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn03359_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn03374_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03379_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03380_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03382_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03383_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03402_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03408_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03419_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03421_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03423_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03435_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03436_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03437_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03445_c0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
rxn03446_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03462_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03481_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03482_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03489_c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
rxn03504_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03536_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03537_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03538_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03546_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03598_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03634_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03638_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03674_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03796_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn03838_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03843_c0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn03852_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03856_c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
rxn03877_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03884_c0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0
rxn03885_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03901_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03903_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03904_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03907_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03908_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03909_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03910_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03923_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03933_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03955_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn03958_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04056_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04068_c0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
rxn04113_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04142_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04234_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04285_c0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
rxn04308_c0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn04443_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04661_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04662_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04675_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04676_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04678_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04704_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04726_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04736_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04794_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04908_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04954_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn04996_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05005_c0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
rxn05006_c0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
rxn05029_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05036_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05039_c0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1
rxn05061_c0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
rxn05118_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
rxn05144_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05145_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05146_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05147_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05148_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05149_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05150_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05151_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05152_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05153_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05154_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05155_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05156_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05159_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05160_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05162_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05163_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05164_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05165_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05166_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05167_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05168_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05169_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05170_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05173_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05174_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05175_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05176_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05177_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05181_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05188_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05195_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05197_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05202_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05204_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05207_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05210_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05211_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05215_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05216_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05217_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05219_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05221_c0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0
rxn05223_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05224_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05226_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05229_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05231_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05233_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05237_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05251_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05252_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05275_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05276_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05289_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05293_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05297_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05298_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05299_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05300_c0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0
rxn05301_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05303_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05305_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05306_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05307_c0	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0
rxn05308_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05312_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05313_c0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1
rxn05319_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05321_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05322_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05323_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05324_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05325_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05326_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05327_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05328_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05329_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05330_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05332_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05333_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05334_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
