rxn	MGYG000000074	MGYG000006284	MGYG000006869	MGYG000006906	MGYG000030607	MGYG000063312	MGYG000072808	MGYG000140008	MGYG000148481	MGYG000233340
rxn01068_c0	1	1	1	1	1	1	1	1	1	1
rxn01069_c0	1	0	1	1	1	1	0	1	1	1
rxn01070_c0	0	1	0	0	0	0	0	0	0	0
rxn01075_c0	1	0	1	1	1	1	1	1	1	1
rxn01100_c0	1	0	1	1	1	1	1	1	1	1
rxn01104_c0	1	0	1	1	1	1	1	1	1	1
rxn01105_c0	0	1	0	0	0	0	0	0	0	0
rxn01106_c0	1	1	1	1	1	1	1	1	1	1
rxn01114_c0	1	0	1	1	1	1	1	1	1	1
rxn01116_c0	1	1	1	1	1	1	1	1	1	1
rxn01117_c0	1	0	1	1	1	1	1	1	1	1
rxn01119_c0	0	0	0	0	0	0	0	1	0	0
rxn01127_c0	1	0	1	1	1	1	1	1	1	1
rxn01128_c0	1	1	1	1	1	1	1	1	1	1
rxn01129_c0	1	1	1	1	1	1	1	1	1	1
rxn01134_c0	1	0	1	1	1	1	1	1	1	1
rxn01138_c0	1	0	1	1	1	1	1	1	1	1
rxn01143_c0	1	1	1	1	1	1	1	1	1	1
rxn01145_c0	1	1	1	1	1	1	1	1	1	1
rxn01151_c0	0	1	0	0	0	0	0	0	0	0
rxn01152_c0	0	1	0	0	0	0	0	1	0	0
rxn01153_c0	1	1	1	1	1	1	1	1	1	1
rxn01169_c0	1	1	1	1	1	1	1	1	1	1
rxn01171_c0	1	1	1	1	1	1	1	1	1	1
rxn01200_c0	1	1	1	1	1	1	1	1	1	1
rxn01201_c0	0	1	0	0	0	0	0	0	0	0
rxn01207_c0	1	1	1	1	1	1	1	1	1	1
rxn01210_c0	1	1	1	1	1	1	1	1	1	1
rxn01211_c0	1	0	1	1	1	1	1	1	1	1
rxn01213_c0	1	1	1	1	1	1	1	1	1	1
rxn01217_c0	1	1	1	1	1	1	1	1	1	1
rxn01218_c0	1	1	1	1	1	1	1	1	1	1
rxn01219_c0	1	1	1	1	1	1	1	1	1	1
rxn01226_c0	1	1	1	1	1	1	1	1	1	1
rxn01228_c0	1	0	1	1	1	1	1	1	1	1
rxn01231_c0	1	1	1	1	1	1	1	1	1	1
rxn01236_c0	1	1	1	1	1	1	1	1	1	1
rxn01241_c0	1	1	1	1	1	1	1	1	1	1
rxn01251_c0	1	0	1	1	1	1	1	1	1	1
rxn01252_c0	1	0	1	1	1	1	1	1	1	1
rxn01255_c0	1	0	1	1	1	1	1	1	1	1
rxn01257_c0	0	1	0	0	0	0	0	0	0	0
rxn01265_c0	1	1	1	1	1	1	1	1	1	1
rxn01268_c0	1	0	1	1	1	1	1	1	1	1
rxn01286_c0	1	0	1	1	1	0	1	1	1	1
rxn01299_c0	1	1	1	1	1	1	1	1	1	1
rxn01300_c0	1	0	1	1	1	1	1	1	1	1
rxn01301_c0	1	1	1	1	1	1	1	1	1	1
rxn01303_c0	1	0	1	1	1	1	1	1	1	1
rxn01305_c0	1	1	1	1	1	1	1	1	1	1
rxn01308_c0	1	1	1	1	1	1	1	1	1	1
rxn01316_c0	0	0	0	0	0	0	0	1	0	0
rxn01322_c0	0	0	0	1	0	0	0	1	0	0
rxn01329_c0	1	0	1	1	1	1	1	1	1	1
rxn01331_c0	1	0	1	1	1	1	1	1	1	1
rxn01333_c0	1	1	1	1	1	1	1	1	1	1
rxn01334_c0	1	1	1	1	1	1	1	1	1	1
rxn01343_c0	1	0	1	1	1	1	1	1	1	1
rxn01346_c0	1	0	1	1	1	1	1	1	1	1
rxn01347_c0	1	0	1	1	1	1	1	1	1	1
rxn01348_c0	1	0	1	1	1	1	1	1	1	1
rxn01351_c0	1	1	1	1	1	1	1	1	1	1
rxn01354_c0	1	1	1	1	1	1	1	1	1	1
rxn01355_c0	1	0	1	1	1	1	1	1	1	1
rxn01358_c0	1	0	1	1	1	1	1	1	1	1
rxn01361_c0	1	1	1	1	1	1	1	1	1	1
rxn01362_c0	1	1	1	1	1	1	1	1	1	1
rxn01368_c0	1	1	1	1	1	1	1	1	1	1
rxn01370_c0	1	1	1	1	1	1	1	1	1	1
rxn01390_c0	1	1	1	1	1	1	1	1	1	1
rxn01418_c0	1	1	1	1	1	1	1	1	1	1
rxn01419_c0	1	0	1	1	1	1	1	1	1	1
rxn01426_c0	1	0	1	1	1	1	1	1	1	1
rxn01434_c0	1	1	1	1	1	1	1	1	1	1
rxn01441_c0	1	0	1	1	1	1	1	1	1	1
rxn01445_c0	1	1	1	1	1	1	1	1	1	1
rxn01446_c0	1	0	1	1	1	1	1	1	1	1
rxn01447_c0	1	0	1	1	1	1	1	1	1	1
rxn01453_c0	1	0	1	1	1	1	1	1	1	1
rxn01459_c0	1	0	1	1	1	0	1	1	1	1
rxn01464_c0	1	1	1	1	1	1	1	1	1	1
rxn01465_c0	1	1	1	1	1	1	1	1	1	1
rxn01466_c0	1	1	1	1	1	1	1	1	1	1
rxn01477_c0	1	0	1	1	1	0	1	1	1	1
rxn01485_c0	1	0	1	1	1	1	1	1	1	1
rxn01507_c0	1	1	1	1	1	1	1	1	1	1
rxn01509_c0	1	0	1	1	1	1	1	1	1	1
rxn01510_c0	1	1	1	1	1	1	1	1	1	1
rxn01512_c0	1	1	1	1	1	1	1	1	1	1
rxn01513_c0	1	1	1	1	1	1	1	1	1	1
rxn01515_c0	1	1	1	1	1	1	1	1	1	1
rxn01516_c0	1	1	1	1	1	1	1	1	1	1
rxn01518_c0	1	1	1	1	1	1	1	1	1	1
rxn01519_c0	1	1	1	1	1	1	1	1	1	1
rxn01520_c0	1	0	1	1	1	1	1	1	1	1
rxn01521_c0	1	1	1	1	1	1	1	1	1	1
rxn01530_c0	1	1	1	1	1	1	1	1	1	1
rxn01538_c0	0	1	0	0	0	0	0	0	0	0
rxn01539_c0	1	1	1	1	1	1	1	1	1	1
rxn01545_c0	1	1	1	1	1	1	1	1	1	1
rxn01548_c0	1	0	1	1	1	1	1	1	1	1
rxn01575_c0	1	1	1	1	1	1	1	1	1	1
rxn01601_c0	1	0	1	1	1	1	1	1	1	1
rxn01602_c0	1	0	1	1	1	1	1	1	1	1
rxn01603_c0	1	1	1	1	1	1	1	1	1	1
rxn01615_c0	1	1	1	1	1	1	1	1	1	1
rxn01620_c0	0	0	0	0	0	0	0	1	0	0
rxn01621_c0	1	1	1	1	1	1	1	1	1	1
rxn01629_c0	1	1	1	1	1	1	1	1	1	1
rxn01631_c0	1	0	0	1	0	0	0	1	0	0
rxn01637_c0	1	1	1	1	1	1	1	1	1	1
rxn01642_c0	1	1	1	1	1	1	1	1	1	1
rxn01643_c0	1	1	1	1	1	1	1	1	1	1
rxn01644_c0	1	1	1	1	1	1	1	1	1	1
rxn01646_c0	1	0	1	1	1	1	1	1	1	1
rxn01647_c0	1	0	1	1	1	1	1	1	1	1
rxn01649_c0	1	0	1	1	1	1	1	1	1	1
rxn01652_c0	1	1	1	1	1	1	1	1	1	1
rxn01653_c0	1	1	1	1	1	1	1	1	1	1
rxn01654_c0	1	1	1	1	1	1	1	1	1	1
rxn01667_c0	1	1	1	1	1	1	1	1	1	1
rxn01669_c0	1	0	1	1	1	1	1	1	1	1
rxn01670_c0	1	1	1	1	1	1	1	1	1	1
rxn01673_c0	1	0	1	1	1	1	1	1	1	1
rxn01674_c0	1	1	1	1	1	1	1	1	1	1
rxn01675_c0	1	1	1	1	1	1	1	1	1	1
rxn01679_c0	1	1	1	1	1	1	1	1	1	1
rxn01683_c0	1	1	1	1	1	1	1	1	1	1
rxn01684_c0	1	0	1	1	1	1	1	1	1	1
rxn01705_c0	1	1	1	1	1	1	1	1	1	1
rxn01706_c0	1	1	1	1	1	1	1	1	1	1
rxn01710_c0	1	1	1	1	1	1	1	1	1	1
rxn01735_c0	1	0	1	1	1	1	1	1	1	1
rxn01739_c0	1	0	1	1	1	1	1	1	1	1
rxn01740_c0	1	0	1	1	1	1	1	1	1	1
rxn01761_c0	1	0	1	1	1	1	1	1	1	1
rxn01763_c0	1	0	1	1	1	1	1	1	1	1
rxn01790_c0	1	1	1	1	1	1	1	1	1	1
rxn01791_c0	1	1	1	1	1	1	1	1	1	1
rxn01799_c0	1	0	1	1	1	1	1	1	1	1
rxn01800_c0	1	1	1	1	1	1	1	1	1	1
rxn01802_c0	1	0	1	1	1	1	1	1	1	1
rxn01816_c0	1	0	1	1	1	1	1	1	1	1
rxn01828_c0	1	0	1	1	1	1	1	1	1	1
rxn01851_c0	1	0	1	1	1	0	1	1	1	1
rxn01859_c0	1	0	1	1	1	1	1	1	1	1
rxn01870_c0	1	1	1	1	1	1	1	1	1	1
rxn01902_c0	1	1	1	1	1	1	1	1	1	1
rxn01917_c0	1	1	1	1	1	1	1	1	1	1
rxn01932_c0	1	0	1	1	1	1	1	1	1	1
rxn01937_c0	1	0	1	1	1	0	1	1	1	1
rxn01939_c0	1	1	1	1	1	1	1	1	1	1
rxn01961_c0	1	1	1	1	1	1	1	1	1	1
rxn01962_c0	1	1	1	1	1	1	1	1	1	1
rxn01972_c0	1	0	1	1	1	1	1	1	1	1
rxn01973_c0	1	0	1	1	1	1	1	1	1	1
rxn01974_c0	1	0	1	1	1	1	1	1	1	1
rxn01977_c0	1	1	1	1	1	1	1	1	1	1
rxn01985_c0	1	0	1	1	1	1	1	1	1	1
rxn01987_c0	0	0	0	1	1	1	0	1	1	0
rxn01996_c0	1	0	1	1	1	1	1	1	1	1
rxn01997_c0	1	1	1	1	1	1	1	1	1	1
rxn02000_c0	1	1	1	1	1	1	1	1	1	1
rxn02003_c0	1	1	1	1	1	1	1	1	1	1
rxn02008_c0	1	1	1	1	1	1	1	1	1	1
rxn02009_c0	1	0	1	1	1	1	1	1	1	1
rxn02011_c0	1	1	1	1	1	1	1	1	1	1
rxn02021_c0	1	0	1	1	1	1	1	1	1	1
rxn02028_c0	1	1	1	1	1	1	1	1	1	1
rxn02041_c0	1	1	1	1	1	1	1	1	1	1
rxn02046_c0	1	1	1	1	1	1	1	1	1	1
rxn02085_c0	1	0	1	1	1	1	1	1	1	1
rxn02093_c0	1	1	1	1	1	1	1	1	1	1
rxn02106_c0	1	0	1	1	1	0	1	1	1	1
rxn02122_c0	1	0	1	1	1	0	1	1	1	1
rxn02128_c0	1	0	0	1	1	1	0	1	0	1
rxn02138_c0	1	1	1	1	1	1	1	1	1	1
rxn02154_c0	1	1	1	1	1	1	1	1	1	1
rxn02155_c0	1	1	1	1	1	1	1	1	1	1
rxn02159_c0	1	1	1	1	1	1	1	1	1	1
rxn02160_c0	1	1	1	1	1	1	1	1	1	1
rxn02161_c0	1	1	1	1	1	1	1	1	1	1
rxn02166_c0	1	1	1	1	1	1	1	1	1	1
rxn02173_c0	1	0	1	1	1	1	1	1	1	1
rxn02175_c0	1	1	1	1	1	1	1	1	1	1
rxn02176_c0	1	1	1	1	1	1	1	1	1	1
rxn02185_c0	1	0	1	1	1	1	1	1	1	1
rxn02186_c0	1	1	1	1	1	1	1	1	1	1
rxn02200_c0	1	0	1	1	1	1	0	1	1	1
rxn02201_c0	1	0	1	1	1	1	0	1	1	1
rxn02209_c0	1	1	1	1	1	1	1	1	1	1
rxn02212_c0	1	0	1	1	1	1	1	1	1	1
rxn02213_c0	1	0	1	1	1	1	1	1	1	1
rxn02235_c0	1	1	1	1	1	1	1	1	1	1
rxn02246_c0	1	1	1	1	1	1	1	1	1	1
rxn02263_c0	0	0	0	0	0	0	0	1	0	0
rxn02264_c0	1	1	1	1	1	1	1	1	1	1
rxn02267_c0	0	1	0	0	0	0	0	0	0	0
rxn02268_c0	0	1	0	0	0	0	0	0	0	0
rxn02269_c0	1	0	1	1	1	1	1	1	1	1
rxn02274_c0	1	0	1	1	1	1	1	1	1	1
rxn02284_c0	1	1	1	1	1	1	1	1	1	1
rxn02285_c0	1	0	1	1	1	1	1	1	1	1
rxn02286_c0	1	1	1	1	1	1	1	1	1	1
rxn02287_c0	1	1	1	1	1	1	1	1	1	1
rxn02288_c0	1	1	1	1	1	1	1	1	1	1
rxn02297_c0	1	0	1	1	1	1	1	1	1	1
rxn02302_c0	1	0	1	1	1	1	1	1	1	1
rxn02314_c0	1	0	1	1	1	1	1	1	1	1
rxn02315_c0	1	0	1	1	1	1	1	1	1	1
rxn02316_c0	1	0	1	1	1	1	1	1	1	1
rxn02317_c0	1	0	1	1	1	1	1	1	1	1
rxn02319_c0	1	1	1	1	1	1	1	1	1	1
rxn02320_c0	1	0	1	1	1	1	1	1	1	1
rxn02331_c0	1	1	1	1	1	1	1	1	1	1
rxn02341_c0	1	1	1	1	1	1	1	1	1	1
rxn02350_c0	1	0	1	1	1	0	1	1	1	1
rxn02364_c0	1	0	1	1	1	0	1	1	1	1
rxn02373_c0	1	1	1	1	1	1	1	1	1	1
rxn02374_c0	1	1	1	1	1	1	1	1	1	1
rxn02379_c0	1	0	1	1	1	1	1	1	1	1
rxn02380_c0	1	1	1	1	1	1	1	1	1	1
rxn02392_c0	1	0	1	1	1	1	1	1	1	1
rxn02393_c0	1	0	1	1	1	1	1	1	1	1
rxn02394_c0	1	0	1	1	1	1	1	1	1	1
rxn02395_c0	1	0	1	1	1	1	1	1	1	1
rxn02400_c0	1	1	1	1	1	1	1	1	1	1
rxn02402_c0	1	1	1	1	1	1	1	1	1	1
rxn02404_c0	1	0	1	1	1	1	1	1	1	1
rxn02405_c0	1	1	1	1	1	1	1	1	1	1
rxn02409_c0	1	0	1	1	1	1	1	1	1	1
rxn02465_c0	1	0	1	1	1	1	1	1	1	1
rxn02466_c0	1	0	1	1	1	1	1	1	1	1
rxn02473_c0	1	1	1	1	1	1	1	1	1	1
rxn02476_c0	1	0	1	1	1	1	1	1	1	1
rxn02495_c0	1	1	1	1	1	1	1	1	1	1
rxn02504_c0	1	0	1	1	1	1	0	1	1	1
rxn02512_c0	1	0	1	1	1	1	1	1	1	1
rxn02516_c0	1	1	1	1	1	1	1	1	1	1
rxn02518_c0	1	1	1	1	1	1	1	1	1	1
rxn02571_c0	1	1	1	1	1	1	1	1	1	1
rxn02596_c0	1	1	1	1	1	1	1	1	1	1
rxn02720_c0	0	1	0	0	0	0	0	1	0	0
rxn02729_c0	1	0	1	1	1	0	1	1	1	1
rxn02789_c0	1	0	1	1	1	1	1	1	1	1
rxn02803_c0	0	0	0	1	0	0	0	0	0	0
rxn02808_c0	1	0	1	1	1	1	1	1	1	1
rxn02809_c0	1	0	1	1	1	1	1	1	1	1
rxn02811_c0	1	0	1	1	1	1	1	1	1	1
rxn02812_c0	1	1	1	1	1	1	1	1	1	1
rxn02822_c0	1	1	1	1	1	1	1	1	1	1
rxn02834_c0	1	1	1	1	1	1	1	1	1	1
rxn02835_c0	1	1	1	1	1	1	1	1	1	1
rxn02853_c0	1	0	1	1	1	0	1	1	1	1
rxn02889_c0	1	0	1	1	1	1	1	1	1	1
rxn02890_c0	1	0	1	1	1	1	1	1	1	1
rxn02895_c0	1	1	1	1	1	1	1	1	1	1
rxn02897_c0	1	1	1	1	1	1	1	1	1	1
rxn02914_c0	1	1	1	1	1	1	1	1	1	1
rxn02922_c0	1	1	1	1	1	1	1	1	1	1
rxn02928_c0	1	1	1	1	1	1	1	1	1	1
rxn02929_c0	1	0	1	1	1	1	1	1	1	1
rxn02936_c0	1	1	1	1	1	1	1	1	1	1
rxn02937_c0	1	1	1	1	1	1	1	1	1	1
rxn02939_c0	1	1	1	1	1	1	1	1	1	1
rxn02944_c0	1	1	1	1	1	1	1	1	1	1
rxn02988_c0	1	0	1	1	1	1	1	1	1	1
rxn02990_c0	1	1	1	1	1	1	1	1	1	1
rxn02996_c0	1	1	1	1	1	1	1	1	1	1
rxn03004_c0	1	1	1	1	1	1	1	1	1	1
rxn03031_c0	1	0	1	1	1	1	1	1	1	1
rxn03034_c0	1	0	1	1	1	1	1	1	1	1
rxn03047_c0	1	0	0	1	1	1	0	1	0	1
rxn03052_c0	1	0	1	1	1	1	1	1	1	1
rxn03062_c0	1	0	1	1	1	1	1	1	1	1
rxn03064_c0	0	0	0	0	0	0	0	1	0	0
rxn03068_c0	1	1	1	1	1	1	1	1	1	1
rxn03084_c0	1	1	1	1	1	1	1	1	1	1
rxn03087_c0	1	1	1	1	1	1	1	1	1	1
rxn03106_c0	1	0	1	1	1	0	1	1	1	1
rxn03130_c0	1	1	1	1	1	1	1	1	1	1
rxn03135_c0	1	0	1	1	1	1	1	1	1	1
rxn03136_c0	1	1	1	1	1	1	1	1	1	1
rxn03137_c0	1	0	1	1	1	1	1	1	1	1
rxn03140_c0	1	0	1	1	1	1	1	1	1	1
rxn03146_c0	1	1	1	1	1	1	1	1	1	1
rxn03147_c0	1	1	1	1	1	1	1	1	1	1
rxn03150_c0	1	1	1	1	1	1	1	1	1	1
rxn03159_c0	1	1	1	1	1	1	1	1	1	1
rxn03164_c0	1	1	1	1	1	1	1	1	1	1
rxn03167_c0	1	1	1	1	1	1	1	1	1	1
rxn03174_c0	1	0	1	1	1	1	1	1	1	1
rxn03175_c0	1	1	1	1	1	1	1	1	1	1
rxn03181_c0	1	1	1	1	1	1	1	1	1	1
rxn03182_c0	1	1	1	1	1	1	1	1	1	1
rxn03194_c0	1	0	1	1	1	1	1	1	1	1
rxn03224_c0	1	0	1	1	1	1	1	1	1	1
rxn03251_c0	0	1	0	0	0	0	0	0	0	0
rxn03253_c0	0	0	1	0	0	0	0	0	1	0
rxn03263_c0	1	0	1	1	1	1	1	1	1	1
rxn03264_c0	1	0	1	1	1	1	1	1	1	1
rxn03269_c0	0	1	1	1	1	1	1	1	1	1
rxn03273_c0	1	0	1	1	1	1	1	1	1	1
rxn03282_c0	1	1	1	1	1	1	1	1	1	1
rxn03333_c0	1	1	1	1	1	1	1	1	1	1
rxn03335_c0	1	0	1	1	1	0	1	1	1	1
rxn03343_c0	1	0	1	1	1	0	1	1	1	1
rxn03354_c0	1	0	1	1	1	0	1	1	1	1
rxn03374_c0	1	0	1	1	1	1	0	1	1	1
rxn03378_c0	1	1	1	1	1	1	1	1	1	1
rxn03379_c0	1	0	1	1	1	1	1	1	1	1
rxn03382_c0	1	0	1	1	1	1	1	1	1	1
rxn03383_c0	1	0	1	1	1	1	1	1	1	1
rxn03391_c0	1	1	1	1	1	1	1	1	1	1
rxn03397_c0	1	1	1	1	1	1	1	1	1	1
rxn03402_c0	1	0	1	1	1	1	1	1	1	1
rxn03408_c0	1	1	1	1	1	1	1	1	1	1
rxn03419_c0	1	0	1	1	1	1	1	1	1	1
rxn03421_c0	1	0	1	1	1	1	1	1	1	1
rxn03423_c0	1	0	1	1	1	0	1	1	1	1
rxn03435_c0	1	1	1	1	1	1	1	1	1	1
rxn03436_c0	1	1	1	1	1	1	1	1	1	1
rxn03437_c0	1	1	1	1	1	1	1	1	1	1
rxn03439_c0	1	1	1	1	1	1	1	1	1	1
rxn03445_c0	1	1	1	1	1	1	1	1	1	1
rxn03446_c0	1	0	1	1	1	1	0	1	1	1
rxn03462_c0	1	0	1	1	1	1	1	1	1	1
rxn03511_c0	1	1	1	1	1	1	1	1	1	1
rxn03536_c0	1	0	1	1	1	1	1	0	1	1
rxn03537_c0	1	1	1	1	1	1	1	1	1	1
rxn03538_c0	1	1	1	1	1	1	1	1	1	1
rxn03546_c0	1	1	1	1	1	1	1	1	1	1
rxn03598_c0	1	0	1	1	1	0	1	1	1	1
rxn03635_c0	0	0	0	0	0	0	0	1	0	0
rxn03638_c0	1	1	1	1	1	1	1	1	1	1
rxn03674_c0	1	1	1	1	1	1	1	1	1	1
rxn03721_c0	1	1	1	0	1	1	1	1	1	1
rxn03837_c0	1	1	1	0	1	1	1	1	1	1
rxn03838_c0	1	1	1	1	1	1	1	1	1	1
rxn03841_c0	0	1	0	0	0	0	0	0	0	0
rxn03861_c0	1	0	1	1	1	1	1	1	1	1
rxn03901_c0	1	1	1	1	1	1	1	1	1	1
rxn03903_c0	1	0	1	1	1	1	1	1	1	1
rxn03904_c0	1	1	1	1	1	1	1	1	1	1
rxn03907_c0	1	1	1	1	1	1	1	1	1	1
rxn03908_c0	1	1	1	1	1	1	1	1	1	1
rxn03909_c0	1	1	1	1	1	1	1	1	1	1
rxn03910_c0	1	1	1	1	1	1	1	1	1	1
rxn03916_c0	1	1	1	1	1	1	1	1	1	1
rxn03917_c0	1	1	1	1	1	1	1	1	1	1
rxn03918_c0	1	1	1	1	1	1	1	1	1	1
rxn03919_c0	1	1	1	1	1	1	1	1	1	1
rxn03923_c0	1	0	1	1	1	1	1	1	1	1
rxn03933_c0	1	1	1	1	1	1	1	1	1	1
rxn03951_c0	1	0	1	1	1	1	1	1	1	1
rxn03955_c0	1	1	1	1	1	1	1	1	1	1
rxn03958_c0	1	1	1	1	1	1	1	1	1	1
rxn03981_c0	1	0	1	1	1	1	1	1	1	1
rxn03982_c0	1	0	1	1	1	1	1	1	1	1
rxn04056_c0	0	0	0	1	0	0	1	1	0	0
rxn04070_c0	1	0	1	1	1	1	1	1	1	1
rxn04113_c0	1	1	1	1	1	1	1	1	1	1
rxn04234_c0	1	0	1	1	1	0	1	1	1	1
rxn04308_c0	1	1	1	1	1	1	1	1	1	1
rxn04413_c0	0	1	0	0	0	0	0	1	0	0
rxn04432_c0	1	0	1	1	1	1	1	1	1	1
rxn04443_c0	1	1	1	1	1	1	1	1	1	1
rxn04464_c0	0	1	0	0	0	0	0	0	0	0
rxn04674_c0	1	1	1	1	1	1	1	1	1	1
rxn04675_c0	1	0	1	1	1	1	1	1	1	1
rxn04676_c0	1	1	1	1	1	1	1	1	1	1
rxn04678_c0	1	1	1	1	1	1	1	1	1	1
rxn04704_c0	1	1	1	1	1	1	1	1	1	1
rxn04726_c0	1	1	1	1	1	1	1	1	1	1
rxn04736_c0	1	1	1	1	1	1	1	1	1	1
rxn04783_c0	0	1	0	0	0	0	0	0	0	0
rxn04784_c0	0	1	0	0	0	0	0	0	0	0
rxn04794_c0	1	0	1	1	0	1	1	1	1	1
rxn04908_c0	1	1	1	1	1	1	1	1	1	1
rxn04952_c0	0	1	0	0	0	0	0	0	0	0
rxn04954_c0	1	0	1	0	1	1	1	1	1	1
rxn04996_c0	1	1	1	1	1	1	1	1	1	1
rxn05004_c0	1	0	1	1	1	1	1	1	1	1
rxn05029_c0	1	1	1	1	1	1	1	1	1	1
rxn05040_c0	1	1	1	1	1	1	0	1	1	1
rxn05050_c0	1	1	1	1	1	1	1	1	1	1
rxn05109_c0	1	1	1	1	1	1	1	1	1	1
rxn05114_c0	1	1	1	1	1	1	1	1	1	1
rxn05118_c0	1	1	1	1	1	1	1	1	1	1
rxn05125_c0	1	0	1	1	1	0	1	1	1	1
rxn05144_c0	0	1	0	0	0	0	0	0	0	0
rxn05145_c0	1	1	1	1	1	1	1	1	1	1
rxn05148_c0	1	0	1	1	1	1	1	1	1	1
rxn05149_c0	1	1	1	1	1	1	1	1	1	1
rxn05150_c0	1	0	1	1	1	1	1	1	1	1
rxn05152_c0	0	1	0	0	0	0	0	0	0	0
rxn05166_c0	0	0	0	1	0	0	0	1	0	0
rxn05169_c0	1	0	1	0	1	1	1	1	1	1
rxn05174_c0	1	1	1	1	1	1	1	1	1	1
rxn05179_c0	1	0	1	0	1	1	0	0	1	1
rxn05195_c0	1	1	1	1	1	1	1	1	1	1
rxn05198_c0	1	0	1	1	1	1	1	1	1	1
rxn05199_c0	0	0	1	1	1	0	1	1	0	1
rxn05200_c0	1	0	1	1	1	1	1	1	1	1
rxn05204_c0	1	0	1	1	1	1	1	1	1	1
rxn05207_c0	1	0	1	1	1	1	1	1	1	1
rxn05210_c0	1	1	1	1	1	1	1	1	1	1
rxn05211_c0	1	1	1	1	1	1	1	1	1	1
rxn05215_c0	1	0	1	1	1	1	1	1	1	1
rxn05216_c0	1	1	1	1	1	1	1	1	1	1
rxn05217_c0	1	0	1	1	1	1	1	1	1	1
rxn05219_c0	1	0	1	1	1	1	1	1	1	1
rxn05221_c0	0	1	0	0	0	0	0	0	0	0
rxn05224_c0	1	1	1	1	1	1	1	1	1	1
rxn05229_c0	1	1	1	1	1	1	1	1	1	1
rxn05231_c0	1	1	1	1	1	1	1	1	1	1
rxn05233_c0	1	1	1	1	1	1	1	1	1	1
rxn05235_c0	0	1	0	0	0	0	0	0	0	0
rxn05237_c0	1	1	1	1	1	1	1	1	1	1
rxn05241_c0	0	1	0	0	0	0	0	0	0	0
rxn05242_c0	0	1	0	0	0	0	0	0	0	0
rxn05247_c0	1	0	1	1	1	1	1	1	1	1
rxn05248_c0	1	0	1	1	1	1	1	1	1	1
rxn05249_c0	1	0	1	1	1	1	1	1	1	1
rxn05250_c0	1	0	1	1	1	1	1	1	1	1
rxn05251_c0	1	1	1	1	1	1	1	1	1	1
rxn05252_c0	1	1	1	1	1	1	1	1	1	1
rxn05275_c0	1	1	1	1	1	1	1	1	1	1
rxn05276_c0	1	1	1	1	1	1	1	1	1	1
rxn05289_c0	1	1	1	1	1	1	1	1	1	1
rxn05293_c0	1	1	1	1	1	1	1	1	1	1
rxn05297_c0	1	1	1	1	1	1	1	1	1	1
rxn05298_c0	1	1	1	1	1	1	1	1	1	1
rxn05299_c0	1	1	1	1	1	1	1	1	1	1
rxn05300_c0	0	1	0	1	0	0	0	0	0	0
rxn05301_c0	1	1	1	1	1	1	1	1	1	1
rxn05303_c0	1	1	1	1	1	1	1	1	1	1
rxn05305_c0	1	0	1	1	1	1	1	1	1	1
rxn05306_c0	1	1	1	1	1	1	1	1	1	1
rxn05312_c0	1	1	1	1	1	1	1	1	1	1
rxn05313_c0	1	0	0	0	0	1	0	0	1	0
rxn05316_c0	1	0	1	1	1	1	1	1	1	1
rxn05318_c0	1	0	1	1	1	1	1	1	1	1
rxn05319_c0	1	1	1	1	1	1	1	1	1	1
rxn05321_c0	1	0	1	1	1	1	1	1	1	1
rxn05322_c0	1	1	1	1	1	1	1	1	1	1
rxn05323_c0	1	1	1	1	1	1	1	1	1	1
rxn05324_c0	1	1	1	1	1	1	1	1	1	1
rxn05325_c0	1	1	1	1	1	1	1	1	1	1
rxn05326_c0	1	1	1	1	1	1	1	1	1	1
rxn05327_c0	1	1	1	1	1	1	1	1	1	1
rxn05328_c0	1	1	1	1	1	1	1	1	1	1
rxn05329_c0	1	1	1	1	1	1	1	1	1	1
rxn05330_c0	1	1	1	1	1	1	1	1	1	1
rxn05331_c0	0	1	0	0	0	0	1	0	0	0
rxn05332_c0	1	1	1	1	1	1	1	1	1	1
rxn05333_c0	1	1	1	1	1	1	1	1	1	1
rxn05334_c0	1	1	1	1	1	1	1	1	1	1
rxn05335_c0	1	1	1	1	1	1	1	1	1	1
rxn05336_c0	1	1	1	1	1	1	1	1	1	1
rxn05337_c0	1	1	1	1	1	1	1	1	1	1
rxn05338_c0	1	1	1	1	1	1	1	1	1	1
rxn05339_c0	1	1	1	1	1	1	1	1	1	1
rxn05340_c0	1	1	1	1	1	1	1	1	1	1
rxn05341_c0	1	1	1	1	1	1	1	1	1	1
rxn05342_c0	1	1	1	1	1	1	1	1	1	1
rxn05343_c0	1	1	1	1	1	1	1	1	1	1
rxn05344_c0	1	1	1	1	1	1	1	1	1	1
rxn05345_c0	1	1	1	1	1	1	1	1	1	1
rxn05346_c0	1	1	1	1	1	1	1	1	1	1
rxn05347_c0	1	1	1	1	1	1	1	1	1	1
rxn05348_c0	1	1	1	1	1	1	1	1	1	1
rxn05349_c0	1	1	1	1	1	1	1	1	1	1
rxn05350_c0	1	1	1	1	1	1	1	1	1	1
rxn05351_c0	1	1	1	1	1	1	1	1	1	1
rxn05352_c0	1	1	1	1	1	1	1	1	1	1
rxn05354_c0	1	1	1	1	1	1	1	1	1	1
rxn05355_c0	1	1	1	1	1	1	1	1	1	1
rxn05356_c0	1	1	1	1	1	1	1	1	1	1
