rxn	MGYG000000074	MGYG000006284	MGYG000006869	MGYG000006906	MGYG000030607	MGYG000063312	MGYG000072808	MGYG000140008	MGYG000148481	MGYG000233340
rxn13395_c0	1	1	1	1	1	1	1	1	1	1
rxn13411_c0	1	0	1	1	1	1	1	1	1	1
rxn13419_c0	0	1	0	0	0	0	0	0	0	0
rxn13450_c0	0	1	0	0	0	0	0	0	0	0
rxn13667_c0	1	1	1	1	1	1	1	1	1	1
rxn13668_c0	1	1	1	1	1	1	1	1	1	1
rxn13669_c0	1	1	1	1	1	1	1	1	1	1
rxn13671_c0	1	1	1	1	1	1	1	1	1	1
rxn13673_c0	1	1	1	1	1	1	1	1	1	1
rxn13690_c0	1	0	1	1	1	1	1	1	1	1
rxn13691_c0	1	0	1	1	1	1	1	1	1	1
rxn13706_c0	1	0	1	1	1	1	1	1	1	1
rxn13707_c0	1	0	1	1	1	1	1	1	1	1
rxn13709_c0	1	1	1	1	1	1	1	1	1	1
rxn13727_c0	1	1	1	1	1	1	1	1	1	1
rxn13729_c0	1	1	1	1	1	1	1	1	1	1
rxn13753_c0	1	1	1	1	1	1	1	1	1	1
rxn13766_c0	0	1	0	0	0	0	0	0	0	0
rxn13773_c0	1	0	1	1	1	1	1	1	1	1
rxn13812_c0	0	1	0	0	0	0	0	0	0	0
rxn13822_c0	1	0	1	1	1	1	1	1	1	1
rxn14017_c0	1	1	1	1	1	1	1	1	1	1
rxn14042_c0	1	0	1	1	1	1	1	1	1	1
rxn14054_c0	1	1	1	1	1	1	1	1	1	1
rxn14089_c0	1	1	1	1	1	1	1	1	1	1
rxn14120_c0	1	0	1	1	1	1	1	1	1	1
rxn14157_c0	1	0	1	1	1	1	1	1	1	1
rxn14167_c0	1	0	1	1	1	1	1	1	1	1
rxn14229_c0	1	1	1	1	1	1	1	1	1	1
rxn14245_c0	1	0	1	1	1	1	1	1	1	1
rxn14299_c0	1	0	1	1	1	1	1	1	1	1
rxn14359_c0	1	0	1	1	1	1	1	1	1	1
rxn14382_c0	1	1	1	1	1	1	1	1	1	1
rxn15002_c0	0	0	0	0	0	0	0	1	0	0
rxn15005_c0	1	1	1	1	1	1	1	1	1	1
rxn15007_c0	1	0	1	1	1	1	1	1	1	1
rxn15021_c0	1	1	1	1	1	1	1	1	1	1
rxn15033_c0	1	0	1	1	1	1	1	1	1	1
rxn15044_c0	1	0	1	1	1	1	1	1	1	1
rxn15056_c0	1	0	1	1	1	1	1	1	1	1
rxn15057_c0	1	0	1	1	1	1	1	1	1	1
rxn15061_c0	1	1	1	1	1	1	1	1	1	1
rxn15063_c0	1	0	1	1	1	1	1	1	1	1
rxn15064_c0	1	1	1	1	1	1	1	1	1	1
rxn15065_c0	1	0	1	1	1	1	1	1	1	1
rxn15066_c0	1	0	1	1	1	1	1	1	1	1
rxn15068_c0	0	0	0	0	0	0	0	0	1	0
rxn15108_c0	1	0	1	1	1	1	1	1	1	1
rxn15114_c0	1	1	1	1	1	1	1	1	1	1
rxn15115_c0	1	0	1	1	1	1	1	1	1	1
rxn15116_c0	1	1	1	1	1	1	1	1	1	1
rxn15118_c0	1	0	1	1	1	1	1	1	1	1
rxn15120_c0	1	0	1	1	1	1	1	1	1	1
rxn15121_c0	1	0	1	1	1	1	1	1	1	1
rxn15136_c0	1	0	1	1	1	1	1	1	1	1
rxn15138_c0	1	1	1	1	1	1	1	1	1	1
rxn15139_c0	1	1	1	1	1	1	1	1	1	1
rxn15140_c0	1	1	1	1	1	1	1	1	1	1
rxn15141_c0	1	1	1	1	1	1	1	1	1	1
rxn15142_c0	1	1	1	1	1	1	1	1	1	1
rxn15143_c0	1	1	1	1	1	1	1	1	1	1
rxn15152_c0	1	1	1	1	1	1	1	1	1	1
rxn15153_c0	1	1	1	1	1	1	1	1	1	1
rxn15155_c0	1	1	1	1	1	1	1	1	1	1
rxn15161_c0	1	1	1	1	1	1	1	1	1	1
rxn15162_c0	1	1	1	1	1	1	1	1	1	1
rxn15165_c0	1	1	1	1	1	1	1	1	1	1
rxn15166_c0	1	0	1	1	1	1	1	1	1	1
rxn15179_c0	1	1	1	1	1	1	1	1	1	1
rxn15205_c0	0	0	0	0	0	0	0	0	1	0
rxn15206_c0	0	0	0	0	0	0	0	0	1	0
rxn15219_c0	1	0	1	1	1	1	1	1	1	1
rxn15227_c0	0	0	0	0	0	0	0	1	0	0
rxn15228_c0	1	1	1	1	1	1	1	1	1	1
rxn15229_c0	1	1	1	1	1	1	1	1	1	1
rxn15230_c0	1	0	1	1	1	1	1	1	1	1
rxn15248_c0	1	1	1	1	1	1	1	1	1	1
rxn15249_c0	1	1	1	1	1	1	1	1	1	1
rxn15254_c0	0	0	0	0	0	0	0	1	0	0
rxn15255_c0	0	0	0	0	0	0	0	1	0	0
rxn15266_c0	0	0	0	1	0	0	0	1	0	0
rxn15267_c0	0	0	0	1	0	0	0	1	0	0
rxn15270_c0	0	0	0	0	1	0	1	0	1	0
rxn15271_c0	1	1	1	1	1	1	1	1	1	1
rxn15286_c0	1	0	1	1	1	1	1	1	1	1
rxn15296_c0	1	0	1	1	1	0	1	1	1	1
rxn15298_c0	1	1	1	1	1	1	1	1	1	1
rxn15307_c0	1	1	1	1	1	1	1	1	1	1
rxn15317_c0	1	1	1	1	1	1	1	1	1	1
rxn15319_c0	1	1	1	1	1	1	1	1	1	1
rxn15337_c0	1	0	1	1	1	1	1	1	1	1
rxn15338_c0	1	0	1	1	1	1	1	1	1	1
rxn15354_c0	1	0	1	1	1	1	1	1	1	1
rxn15362_c0	0	0	0	0	0	0	0	1	0	0
rxn15364_c0	1	1	1	1	1	1	1	1	1	1
rxn15370_c0	1	1	1	1	1	1	1	1	1	1
rxn15379_c0	1	1	1	1	1	1	1	1	1	1
rxn15380_c0	1	1	1	1	1	1	1	1	1	1
rxn15395_c0	1	0	1	1	1	1	1	1	1	1
rxn15402_c0	1	0	1	1	1	1	1	1	1	1
rxn15406_c0	1	1	1	1	1	1	1	1	1	1
rxn15417_c0	1	1	1	1	1	1	1	1	1	1
rxn15418_c0	1	1	1	1	1	1	1	1	1	1
rxn15444_c0	1	1	1	1	1	1	1	1	1	1
rxn15445_c0	1	1	1	1	1	1	1	1	1	1
rxn15451_c0	1	1	1	1	1	1	1	1	1	1
rxn15466_c0	1	1	1	1	1	1	1	1	1	1
rxn15467_c0	1	1	1	1	1	1	1	1	1	1
rxn15468_c0	1	1	1	1	1	1	1	1	1	1
rxn15469_c0	1	1	1	1	1	1	1	1	1	1
rxn15478_c0	1	1	1	1	1	1	1	1	1	1
rxn15483_c0	1	0	1	1	1	1	1	1	1	1
rxn15484_c0	1	0	1	1	1	1	1	1	1	1
rxn15491_c0	1	0	1	1	1	1	1	1	1	1
rxn15493_c0	1	0	1	1	1	1	1	1	1	1
rxn15494_c0	1	0	1	1	1	1	1	1	1	1
rxn15500_c0	1	0	1	1	1	1	1	1	1	1
rxn15501_c0	1	0	1	1	1	1	1	1	1	1
rxn15502_c0	1	0	1	1	1	1	1	1	1	1
rxn15505_c0	1	0	1	1	1	1	1	1	1	1
rxn15506_c0	1	0	1	1	1	1	1	1	1	1
rxn15511_c0	1	1	1	1	1	1	1	1	1	1
rxn15513_c0	1	0	1	1	1	1	1	1	1	1
rxn15514_c0	1	0	1	1	1	1	1	1	1	1
rxn15539_c0	1	1	1	1	1	1	1	1	1	1
rxn15541_c0	1	1	1	1	1	1	1	1	1	1
rxn15570_c0	0	0	0	0	0	0	0	0	0	1
rxn15575_c0	1	0	1	1	1	1	1	1	1	1
rxn15582_c0	1	0	1	1	1	1	1	1	1	1
rxn15588_c0	1	0	1	1	1	1	1	1	1	1
rxn15594_c0	1	0	1	1	1	1	1	1	1	1
rxn15630_c0	1	1	1	1	1	1	1	1	1	1
rxn15640_c0	1	1	1	1	1	1	1	1	1	1
rxn15694_c0	1	1	1	1	1	1	1	1	1	1
rxn15725_c0	1	0	1	1	1	1	1	1	1	1
rxn15727_c0	1	0	1	1	1	1	1	1	1	1
rxn15745_c0	1	1	1	1	1	1	1	1	1	1
rxn15783_c0	1	1	1	1	1	1	1	1	1	1
rxn15785_c0	1	0	1	1	1	1	1	1	1	1
rxn15833_c0	0	0	0	1	0	0	1	1	0	0
rxn15947_c0	1	1	1	1	1	1	1	1	1	1
rxn15949_c0	1	1	1	1	1	1	1	1	1	1
rxn15964_c0	1	1	1	1	1	1	1	1	1	1
rxn15972_c0	1	0	1	1	1	1	1	1	1	1
rxn16149_c0	1	1	1	1	1	1	1	1	1	1
rxn16206_c0	1	0	1	1	1	1	1	1	1	1
rxn16213_c0	1	0	1	1	1	1	1	1	1	1
rxn19124_c0	1	0	1	1	1	0	1	1	1	1
rxn19870_c0	0	1	0	0	0	0	0	0	0	0
rxn21854_c0	1	0	1	1	1	1	1	1	1	1
rxn21855_c0	0	0	0	1	0	0	1	1	0	0
rxn25123_c0	1	1	1	1	1	1	1	1	1	1
rxn25164_c0	1	1	1	1	1	1	1	1	1	1
rxn25456_c0	1	1	1	1	1	1	1	1	1	1
rxn25837_c0	1	0	1	1	1	1	1	1	1	1
rxn25838_c0	1	0	1	1	1	1	1	1	1	1
rxn26477_c0	1	0	1	1	1	1	1	1	1	1
rxn27812_c0	1	1	1	1	1	1	1	1	1	1
rxn27984_c0	1	1	1	1	1	1	1	1	1	1
rxn29736_c0	1	0	1	1	1	1	1	1	1	1
rxn29921_c0	0	0	0	0	0	0	0	1	0	0
rxn31154_c0	1	1	1	1	1	1	1	1	1	1
rxn31278_c0	1	0	1	1	1	1	1	1	1	1
rxn31279_c0	1	0	1	1	1	1	1	1	1	1
rxn31312_c0	1	0	1	1	1	1	1	1	1	1
rxn31363_c0	1	0	1	1	1	0	1	1	1	1
rxn32623_c0	1	1	1	1	1	1	1	1	1	1
rxn32808_c0	1	1	1	1	1	1	1	1	1	1
rxn33047_c0	1	1	1	1	1	1	1	1	1	1
rxn33160_c0	1	0	1	1	1	0	1	1	1	1
rxn33320_c0	1	1	1	1	1	1	1	1	1	1
rxn33576_c0	1	1	1	1	1	1	1	1	1	1
rxn33589_c0	1	0	1	1	1	1	1	1	1	1
rxn33674_c0	1	1	1	1	1	1	1	1	1	1
rxn33834_c0	1	1	1	1	1	1	1	1	1	1
rxn33862_c0	1	1	1	1	1	1	1	1	1	1
rxn33927_c0	1	1	1	1	1	1	1	1	1	1
rxn34724_c0	1	1	1	1	1	1	1	1	1	1
rxn35560_c0	1	0	1	1	1	1	1	1	1	1
rxn38862_c0	1	0	1	1	1	0	1	1	1	1
rxn39175_c0	1	1	1	1	1	1	1	1	1	1
rxn39250_c0	0	1	0	0	0	0	0	0	0	0
rxn39251_c0	0	1	0	0	0	0	0	0	0	0
rxn39252_c0	0	1	0	0	0	0	0	0	0	0
rxn41954_c0	0	0	0	1	0	0	1	1	0	0
rxn42927_c0	0	0	0	1	0	0	1	1	0	0
rxn43262_c0	1	1	1	1	1	1	1	1	1	1
rxn45097_c0	1	0	1	1	1	1	1	1	1	1
rxn90001_c0	1	0	1	1	1	1	1	1	1	1
rxn90018_c0	1	0	1	1	1	1	1	1	1	1
rxn90022_c0	1	1	1	1	1	1	1	1	1	1
rxn90023_c0	1	1	1	1	1	1	1	1	1	1
rxn90026_c0	1	0	1	1	1	1	1	1	1	1
rxn90027_c0	1	0	1	1	1	1	1	1	1	1
rxn90028_c0	1	0	1	1	1	1	1	1	1	1
rxn90034_c0	1	1	1	1	1	1	1	1	1	1
rxn90035_c0	1	1	1	1	1	1	1	1	1	1
rxn90036_c0	1	1	1	1	1	1	1	1	1	1
rxn90037_c0	1	1	1	1	1	1	1	1	1	1
rxn90038_c0	1	1	1	1	1	1	1	1	1	1
rxn90039_c0	1	0	1	1	1	1	1	1	1	1
rxn90040_c0	1	0	1	1	1	1	1	1	1	1
rxn90041_c0	1	1	1	1	1	1	1	1	1	1
rxn90042_c0	1	1	1	1	1	1	1	1	1	1
rxn90043_c0	1	0	1	1	1	1	1	1	1	1
rxn90044_c0	1	0	1	1	1	1	1	1	1	1
rxn90045_c0	1	0	1	1	1	1	1	1	1	1
rxn90053_c0	1	1	1	1	1	1	1	1	1	1
rxn90054_c0	1	0	1	1	1	1	1	1	1	1
rxn90055_c0	1	0	1	1	1	1	1	1	1	1
rxn90071_c0	0	1	0	0	0	0	0	0	0	0
rxn90075_c0	1	0	1	1	1	1	1	1	1	1
rxn90076_c0	0	0	0	1	0	0	1	1	0	0
rxn90096_c0	1	0	1	1	1	1	1	1	1	1
rxn90112_c0	1	0	1	1	1	1	1	1	1	1
rxn90114_c0	0	0	1	1	1	1	1	0	0	0
