rxn	MGYG000000099	MGYG000005380	MGYG000006816	MGYG000028321	MGYG000044926	MGYG000055012	MGYG000057648	MGYG000151681	MGYG000172598	MGYG000173425	MGYG000187342	MGYG000217838	MGYG000266151
rxn00633_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn00634_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00646_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00647_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00649_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00653_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn00654_c0	0	0	1	0	0	0	0	0	0	0	0	0	0
rxn00657_c0	0	0	0	0	0	0	1	0	0	1	0	0	0
rxn00670_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00672_c0	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn00676_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00677_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00678_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00684_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00686_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00690_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn00692_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00693_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00695_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00704_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00707_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn00708_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00709_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn00710_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00711_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00712_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn00713_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn00715_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn00720_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00735_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00736_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00737_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn00742_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00747_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00751_c0	1	0	1	1	1	1	1	1	1	1	1	0	0
rxn00762_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00763_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00765_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00768_c0	1	1	1	1	1	1	1	1	1	1	1	0	0
rxn00769_c0	1	1	1	1	1	1	1	1	1	1	1	0	0
rxn00770_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00772_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn00776_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00777_c0	0	1	1	0	0	1	1	1	1	1	1	1	1
rxn00778_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00781_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00782_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00783_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00784_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00786_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00787_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00789_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn00790_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn00797_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn00799_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00800_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00802_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn00806_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00817_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn00818_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn00819_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn00830_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn00831_c0	0	0	0	1	0	0	0	0	0	1	0	0	0
rxn00832_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00834_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn00836_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00838_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00839_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00840_c0	1	0	1	1	1	1	1	1	1	1	1	1	1
rxn00851_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00856_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00858_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00859_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn00863_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn00869_c0	1	1	1	1	1	0	1	1	1	1	1	0	1
rxn00871_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn00872_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00874_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00875_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00890_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn00897_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00898_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00899_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00902_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00903_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00904_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn00907_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00908_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00910_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00913_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00915_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00916_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00917_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00929_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn00931_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn00935_c0	0	0	0	0	0	1	0	1	0	0	1	0	1
rxn00945_c0	0	0	0	0	0	0	0	0	0	0	0	1	0
rxn00950_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00952_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00953_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn00957_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn00958_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn00972_c0	1	1	0	1	0	0	0	0	0	0	0	1	1
rxn00973_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn00974_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn00977_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn00979_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn00990_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00991_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00993_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01000_c0	1	0	1	0	0	1	1	0	1	0	1	0	1
rxn01011_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01013_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn01016_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01018_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01019_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01021_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn01028_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01032_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01033_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01044_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn01052_c0	0	0	0	1	0	1	0	1	0	1	0	0	0
rxn01053_c0	1	1	1	1	1	0	1	1	1	0	1	1	0
rxn01056_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01068_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01069_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01075_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01080_c0	1	1	0	1	1	1	1	1	1	1	0	0	0
rxn01100_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01101_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01104_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01105_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn01106_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01107_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01114_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn01116_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01121_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01122_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01123_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01124_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01127_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01128_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01129_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01132_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01137_c0	1	0	0	1	0	1	0	0	0	0	0	0	1
rxn01138_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01159_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01171_c0	0	0	0	0	0	1	0	1	0	0	1	0	0
rxn01174_c0	1	0	1	1	1	0	1	1	1	0	0	0	0
rxn01176_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01187_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn01199_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01200_c0	0	1	1	1	0	1	1	1	0	1	1	1	1
rxn01201_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01204_c0	0	0	0	0	0	0	1	0	0	1	0	0	0
rxn01207_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01211_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01213_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01217_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01219_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01225_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01231_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01236_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01241_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01242_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01255_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01256_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01261_c0	1	1	1	0	1	0	1	1	1	0	1	1	1
rxn01265_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01267_c0	1	0	0	0	0	0	1	0	0	0	0	1	0
rxn01268_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01275_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01276_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn01280_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01281_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01286_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn01297_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01300_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01301_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01302_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01304_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01305_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01322_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01329_c0	1	1	1	1	1	0	1	1	1	1	1	1	0
rxn01331_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01332_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01333_c0	1	1	1	1	1	1	1	1	1	1	1	0	1
rxn01334_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01343_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01345_c0	0	0	0	0	0	0	0	0	0	0	0	1	0
rxn01346_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01347_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01348_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01351_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01353_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01354_c0	1	0	1	1	1	1	1	1	1	1	1	1	1
rxn01355_c0	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn01358_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01359_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn01361_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01362_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01366_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01368_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01370_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01383_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn01385_c0	0	0	0	1	0	0	1	1	1	1	0	0	0
rxn01387_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01388_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01418_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01419_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01423_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01434_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01445_c0	1	1	1	1	1	1	1	1	1	0	1	0	1
rxn01446_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01451_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01452_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01457_c0	1	1	0	1	1	1	1	1	1	1	0	0	0
rxn01459_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01462_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01465_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01466_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01477_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01480_c0	0	0	0	1	0	1	0	1	0	0	1	0	0
rxn01483_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn01484_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn01485_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01486_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01500_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn01501_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01504_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01505_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01507_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn01509_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01510_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01512_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01513_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01515_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01516_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01517_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01518_c0	0	0	0	1	0	0	0	0	0	1	0	1	1
rxn01519_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01520_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01522_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01530_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01544_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01548_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01564_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01573_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn01575_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01601_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01602_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01603_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01607_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn01615_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01620_c0	1	1	1	1	1	0	1	1	1	0	1	1	0
rxn01626_c0	1	1	1	1	1	1	1	1	0	0	1	1	0
rxn01629_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01636_c0	1	1	1	1	1	1	1	1	1	0	1	0	0
rxn01637_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01643_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01644_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01646_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01647_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01648_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01649_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01650_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01652_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01654_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn01666_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01667_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01669_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01673_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01674_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01677_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01678_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01679_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01684_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01705_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01706_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01709_c0	1	1	1	1	1	1	1	1	1	1	1	0	0
rxn01710_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01715_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01725_c0	1	1	1	1	1	1	1	1	1	0	1	0	0
rxn01731_c0	1	0	0	1	1	0	1	0	1	0	0	1	0
rxn01735_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01739_c0	1	1	1	1	1	0	1	1	1	0	1	1	0
rxn01740_c0	1	1	1	1	1	0	1	1	1	0	1	1	0
rxn01741_c0	1	1	1	1	1	0	0	1	1	0	1	1	0
rxn01753_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01757_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01769_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01775_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn01799_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01800_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn01802_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01816_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01828_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01829_c0	1	0	0	1	1	1	1	1	1	0	0	0	0
rxn01833_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01836_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01843_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn01851_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01857_c0	1	1	0	1	1	1	1	1	1	1	0	0	0
rxn01858_c0	0	1	1	0	1	0	1	1	1	0	1	1	0
rxn01859_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01870_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01871_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01893_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn01894_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn01902_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01903_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01906_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01917_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01921_c0	0	1	0	0	0	1	0	0	0	0	0	0	0
rxn01923_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01925_c0	0	0	1	1	0	0	0	0	0	0	0	0	0
rxn01932_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01937_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn01939_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01945_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01947_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01953_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01961_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01962_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01966_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01967_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01977_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01985_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01986_c0	0	0	0	0	0	0	0	0	0	0	0	1	0
rxn01987_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn01989_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01991_c0	1	1	1	1	1	1	1	1	1	0	1	0	0
rxn01996_c0	1	0	0	1	1	0	1	0	1	1	0	1	0
rxn02005_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn02008_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02009_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02011_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02013_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02015_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02021_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02029_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02041_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02056_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn02075_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02081_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02087_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02093_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn02100_c0	1	0	0	1	1	1	1	1	1	0	0	0	0
rxn02106_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02112_c0	0	1	1	1	0	1	1	1	0	0	1	0	0
rxn02122_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02128_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02138_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02154_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02155_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02159_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02160_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02167_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02168_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02170_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02173_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02175_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02176_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02181_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02185_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02186_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02190_c0	1	1	1	1	1	1	1	1	0	0	1	1	0
rxn02200_c0	0	0	0	0	0	0	0	0	0	0	0	1	0
rxn02202_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02209_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02212_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn02213_c0	1	1	1	1	1	0	1	1	1	0	1	1	0
rxn02222_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn02228_c0	1	0	0	1	1	0	1	0	1	1	0	1	0
rxn02235_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02246_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02260_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02261_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02264_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02267_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02268_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02269_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02271_c0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn02274_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02275_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn02284_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02285_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn02286_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02287_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02288_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02302_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02314_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02315_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02316_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02317_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02320_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
