rxn	MGYG000000099	MGYG000005380	MGYG000006816	MGYG000028321	MGYG000044926	MGYG000055012	MGYG000057648	MGYG000151681	MGYG000172598	MGYG000173425	MGYG000187342	MGYG000217838	MGYG000266151
rxn05628_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05634_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05635_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn05638_c0	0	1	1	0	1	1	1	0	1	0	0	0	0
rxn05641_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05644_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05646_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05651_c0	0	1	1	0	0	1	0	0	0	0	1	0	0
rxn05652_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn05654_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05655_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn05663_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05667_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05669_c0	1	1	1	1	1	0	1	1	1	1	1	1	0
rxn05680_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05681_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn05682_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn05683_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05685_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn05687_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05691_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05732_c0	1	1	1	1	1	1	1	1	1	1	1	0	1
rxn05733_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05746_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05760_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn05763_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05831_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05833_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05909_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn05910_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05938_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn05939_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn05940_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn05957_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05968_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn05971_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn05994_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn06023_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06037_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06075_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn06076_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn06096_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06106_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06208_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06216_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06256_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn06280_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06282_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06300_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06335_c0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn06347_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06377_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn06379_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn06404_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06432_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06433_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06434_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06435_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06437_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06438_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06439_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06440_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06441_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06443_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06444_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06445_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06446_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06447_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06448_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06449_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06485_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06493_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06510_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06522_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn06527_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn06556_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06586_c0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn06591_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn06600_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn06630_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06641_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn06652_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06672_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn06673_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06701_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn06737_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn06777_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06812_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06820_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06887_c0	1	1	1	0	1	1	1	1	1	0	1	0	0
rxn06933_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn06936_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06937_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn06979_c0	1	1	1	0	1	1	1	1	1	0	1	0	0
rxn06991_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn07177_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn07200_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07266_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07456_c0	1	1	1	1	1	1	1	1	1	1	1	0	1
rxn07466_c0	1	1	1	0	1	0	1	1	1	1	1	1	0
rxn07481_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn07482_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn07579_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn07584_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07585_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07587_c0	1	1	1	0	1	0	1	1	1	0	1	0	0
rxn07622_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07623_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07624_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07679_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07680_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07681_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07683_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07684_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07685_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07687_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07688_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07689_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07726_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07727_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07742_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07743_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07780_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07785_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07845_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07879_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07880_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07882_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07883_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07884_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07919_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07921_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn07987_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn07989_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn07991_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn07992_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn07993_c0	1	1	1	1	1	1	1	1	1	0	1	1	1
rxn07997_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn07998_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08000_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08001_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08002_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08032_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08040_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08043_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08044_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn08062_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08094_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08097_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08126_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08127_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08128_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08129_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08154_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08160_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08173_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08188_c0	1	1	1	0	1	1	1	1	1	1	1	0	0
rxn08194_c0	1	1	1	1	1	1	1	1	1	1	1	0	0
rxn08233_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08239_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08240_c0	1	1	1	0	1	1	1	1	1	1	1	0	1
rxn08275_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08276_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08278_c0	1	1	1	0	1	1	0	0	0	0	1	1	1
rxn08280_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08291_c0	1	1	1	1	1	0	1	0	1	0	0	1	0
rxn08311_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08323_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08335_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn08336_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn08350_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn08352_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08358_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08359_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08386_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08390_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08392_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08394_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08398_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08413_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08428_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08433_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08434_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08438_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08461_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08473_c0	1	1	1	0	1	1	1	1	1	1	1	0	0
rxn08474_c0	1	1	1	0	1	1	1	1	1	1	1	0	0
rxn08527_c0	0	1	1	1	1	1	0	1	0	1	1	0	0
rxn08528_c0	0	0	0	0	1	1	0	0	0	0	0	0	0
rxn08535_c0	0	1	0	0	0	0	1	0	0	0	0	0	0
rxn08578_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08582_c0	0	0	0	0	0	1	0	1	0	0	1	0	0
rxn08598_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08605_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08615_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08635_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08647_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08655_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn08660_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn08661_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08670_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn08685_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08689_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08691_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08700_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08715_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08733_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08742_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn08751_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08752_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08756_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08762_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08764_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08766_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08767_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08854_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08857_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08877_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08890_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08891_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08892_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08893_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08894_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08900_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn08901_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn08921_c0	1	1	1	0	1	1	1	1	1	1	1	0	0
rxn08924_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08926_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn08927_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn08928_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn08929_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn08930_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn08956_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08966_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08981_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08989_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08990_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09008_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09011_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn09012_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn09067_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09106_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09113_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09115_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09120_c0	0	0	0	0	0	0	1	0	0	0	0	0	1
rxn09165_c0	0	0	0	0	0	1	0	1	0	0	0	0	1
rxn09167_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn09169_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09171_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09174_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn09177_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn09180_c0	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn09202_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09210_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09244_c0	1	1	1	1	1	1	0	1	1	0	1	0	0
rxn09247_c0	0	0	1	0	1	1	1	0	0	1	1	0	0
rxn09270_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09272_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn09306_c0	1	1	1	1	0	1	1	1	0	0	0	0	1
rxn09317_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09345_c0	0	0	0	1	0	0	0	0	0	0	0	1	1
rxn09388_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09389_c0	1	1	1	0	1	1	1	1	1	1	1	0	0
rxn09399_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09417_c0	0	0	0	0	1	1	0	0	0	0	0	0	0
rxn09427_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09456_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09475_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09476_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09477_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09478_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09479_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09486_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn09516_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn09657_c0	0	0	0	0	0	0	0	0	0	0	1	0	1
rxn09672_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09673_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09678_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09680_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn09690_c0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn09731_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09886_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn09889_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09944_c0	0	0	0	0	0	1	0	0	0	0	0	1	0
rxn09948_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09953_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09975_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn09989_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10003_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn10011_c0	0	1	1	1	1	1	1	1	1	1	1	0	1
rxn10012_c0	1	1	1	1	1	1	1	1	1	1	1	0	1
rxn10013_c0	1	1	1	1	1	1	1	1	1	1	1	0	1
rxn10014_c0	1	1	1	1	1	1	1	1	1	1	1	0	1
rxn10044_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10053_c0	0	0	0	1	0	1	0	1	1	1	1	1	1
rxn10054_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10056_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10057_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10058_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10059_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10060_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10074_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn10091_c0	1	1	1	1	1	1	1	1	1	1	1	0	0
rxn10191_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10192_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10193_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10194_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10195_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10196_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10197_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10199_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10204_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10205_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10206_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10213_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10214_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10215_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10220_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10221_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10226_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10227_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10232_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10233_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10238_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10239_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10259_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10260_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10265_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10266_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10273_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10274_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10275_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10282_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10283_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10284_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10291_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10292_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10293_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10300_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10301_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10302_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10309_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10310_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10311_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10318_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10319_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10320_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10336_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10337_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10338_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10344_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10363_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10447_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10453_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10470_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10471_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10480_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10481_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10484_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10558_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10570_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10577_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10578_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10582_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn10583_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn10584_c0	1	1	1	1	1	1	1	1	1	0	1	1	0
rxn10818_c0	0	1	0	0	0	0	0	0	0	0	0	0	0
rxn10820_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10822_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10832_c0	1	0	0	1	1	0	1	1	1	1	0	0	0
rxn10833_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10839_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10857_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10862_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10883_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10895_c0	0	0	0	0	1	0	0	1	0	0	0	0	0
rxn10901_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10985_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn11007_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn11132_c0	1	1	1	0	1	1	1	1	1	0	1	1	0
rxn11140_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11152_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11174_c0	0	0	0	0	0	0	0	0	0	1	0	0	0
rxn11196_c0	0	0	0	1	0	1	0	1	1	1	1	0	1
rxn11245_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11258_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11268_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn11513_c0	0	1	0	0	0	1	0	0	0	0	0	0	0
rxn11569_c0	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn11587_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn11609_c0	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn11663_c0	0	0	0	0	0	0	1	0	0	0	0	0	0
rxn11731_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn11735_c0	1	1	1	1	1	1	1	1	1	1	1	1	0
rxn11749_c0	1	0	1	1	1	1	1	1	1	1	1	1	0
rxn11754_c0	1	1	1	1	1	1	1	1	1	1	1	1	1
